m_hidden,sparsity,seed,checkpoint_step,n_eigenspaces,n_eigenvectors,degeneracy_ratio,n_clusters,mean_participation_ratio,mean_max_space_projection
128,0.4646938775510204,1,25000,122,128,0.953125,14,13.999732819544914,0.21497351480001442
128,0.48489795918367345,0,25000,118,128,0.921875,10,13.861517106417567,0.23453959357857593
128,0.48489795918367345,1,25000,121,128,0.9453125,12,14.402034986568166,0.23288977253872983
128,0.5051020408163265,0,25000,123,128,0.9609375,8,13.94653210968055,0.27157691136085993
128,0.5051020408163265,1,25000,117,128,0.9140625,8,13.781781496175899,0.2868136846509655
128,0.5253061224489796,0,25000,123,128,0.9609375,6,14.306627586241582,0.2913669330025468
128,0.5253061224489796,1,25000,127,128,0.9921875,4,16.01472851707677,0.28396552162216004
128,0.5455102040816326,0,25000,125,128,0.9765625,4,15.503815961228845,0.2857904278417479
128,0.5455102040816326,1,25000,124,128,0.96875,3,16.200950170826406,0.28644703068186184
128,0.5657142857142857,0,25000,122,128,0.953125,1,17.510691302494724,0.26882802237564707
128,0.5657142857142857,1,25000,121,128,0.9453125,2,17.980152080328295,0.2662351655807705
128,0.5859183673469388,0,25000,125,128,0.9765625,1,19.158119978557636,0.2566087489987102
128,0.5859183673469388,1,25000,124,128,0.96875,3,17.7465776190205,0.27136061788048416
128,0.6061224489795918,0,25000,125,128,0.9765625,1,17.91592400460248,0.2690631381900217
128,0.6061224489795918,1,25000,125,128,0.9765625,3,18.44145235052248,0.2682361024430069
128,0.6263265306122449,0,25000,122,128,0.953125,2,18.634336969817333,0.26283124900507504
128,0.6263265306122449,1,25000,122,128,0.953125,1,18.395987209388203,0.2670313732697583
128,0.6465306122448979,0,25000,124,128,0.96875,1,19.581294434871506,0.25807741277521157
128,0.6465306122448979,1,25000,123,128,0.9609375,3,18.637840633692022,0.2641476260794068
128,0.666734693877551,0,25000,125,128,0.9765625,1,19.61520966412221,0.2551054677870151
128,0.666734693877551,1,25000,122,128,0.953125,3,20.316652801849884,0.253450733170669
