file,m,seed,n,exp_type,mean_sparsity,min_sparsity,max_sparsity,rank,rank_ratio,sumD,rho_m,rho_r,slack_run,mean_resid,mean_sigma,mean_kappa,mean_leverage,tail_mass_001,tail_mass_005,tail_mass_010
n1024_m256_nonuniform_seed142.h5,256,142,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.64565441693412,0.9986158375661489,0.9986158375661489,0.0013841624338510883,0.045234812705399814,0.0013841624338515426,1.4797029183618264,0.2500000000000001,0.015596366605266603,0.004162239534499686,0.0
n1024_m256_nonuniform_seed143.h5,256,143,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.64370922776288,0.9986082391709488,0.9986082391709488,0.0013917608290512362,0.045311837493091714,0.001391760829051632,1.4754276706492644,0.2500000000000001,0.0156111171396349,0.0035879627198453484,0.0
n1024_m256_nonuniform_seed144.h5,256,144,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.6375119593722,0.9985840310912977,0.9985840310912977,0.0014159689087023253,0.04536653950475728,0.0014159689087029307,1.4757772970978802,0.2500000000000001,0.015743668427249398,0.003710890158834963,0.0
n1024_m256_nonuniform_seed145.h5,256,145,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.65008183223836,0.9986331321571811,0.9986331321571811,0.0013668678428189196,0.04505550745672312,0.0013668678428193923,1.493546502777064,0.2500000000000001,0.01494959521035592,0.004128377146874911,0.0
n1024_m256_nonuniform_seed146.h5,256,146,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.63707664614776,0.9985823306490147,0.9985823306490147,0.0014176693509853067,0.04530683075965978,0.0014176693509857406,1.4869349082111432,0.2500000000000001,0.01585154345599041,0.004622456209923992,0.0
n1024_m256_nonuniform_seed147.h5,256,147,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.6416758573614,0.998600296317818,0.998600296317818,0.0013997036821820075,0.04539389154814024,0.0013997036821824162,1.4824708810961849,0.2500000000000001,0.014983909279659566,0.0037314400427168205,0.0
n1024_m256_nonuniform_seed148.h5,256,148,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.6449578958418,0.998613116780632,0.998613116780632,0.0013868832193679737,0.04553675761256188,0.0013868832193684466,1.4902788474549742,0.2500000000000001,0.014507025528114939,0.004017492305409647,0.0
n1024_m256_nonuniform_seed149.h5,256,149,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.6439527839393,0.9986091905622629,0.9986091905622629,0.0013908094377370617,0.04527615090556865,0.0013908094377373629,1.481603281329947,0.25000000000000006,0.01568208161215176,0.003616365799086863,0.0
n1024_m256_nonuniform_seed15.h5,256,15,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.6459847563383,0.9986171279544465,0.9986171279544465,0.0013828720455535404,0.04535804738579835,0.0013828720455540983,1.4935281702637488,0.2500000000000001,0.014630582996578661,0.0043169884817424575,0.0
n1024_m256_nonuniform_seed150.h5,256,150,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.6371981731354,0.9985828053638102,0.9985828053638102,0.0014171946361898335,0.04592494679385883,0.001417194636190322,1.487002688529391,0.2500000000000001,0.015104767383920296,0.00395449771210149,0.0
